actual,predicted,verdict,risk_per_msg,command,progress
NO_SCAM,NO_SCAM,NO_SCAM,1.72,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,1/5
SCAM,SCAM,SCAM,1.8,EXTRACT,2/8
SCAM,SCAM,SCAM,2.26,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/11
SCAM,SCAM,SCAM,1.0,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.14,ENGAGE,1/5
SCAM,SCAM,SCAM,2.02,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,3/8
SCAM,SCAM,SCAM,1.43,EXTRACT,4/11
SCAM,SCAM,SCAM,3.16,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.84,ENGAGE,1/5
SCAM,SCAM,SCAM,1.56,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,3/8
SCAM,SCAM,SCAM,1.14,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.56,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.55,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.6,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.27,ENGAGE,4/5
SCAM,SCAM,SCAM,1.26,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.65,ENGAGE,1/5
SCAM,SCAM,SCAM,1.69,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.6,EXTRACT,3/8
SCAM,SCAM,SCAM,1.33,EXTRACT,4/11
SCAM,SCAM,SCAM,1.0,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.61,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.34,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.62,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.97,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.2,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.35,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.57,ENGAGE,5/5
SCAM,SCAM,SCAM,4.69,EXTRACT,1/8
SCAM,SCAM,SCAM,1.99,EXTRACT,2/11
SCAM,SCAM,SCAM,2.48,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.85,ENGAGE,2/5
SCAM,SCAM,SCAM,2.04,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.57,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,5/8
SCAM,SCAM,SCAM,1.87,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,3/8
SCAM,SCAM,SCAM,1.43,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.92,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.12,ENGAGE,1/5
SCAM,SCAM,SCAM,2.34,EXTRACT,2/8
SCAM,SCAM,SCAM,1.44,EXTRACT,3/11
SCAM,SCAM,SCAM,2.2,EXTRACT,4/14
SCAM,SCAM,SCAM,2.7,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,2.26,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.42,ENGAGE,2/5
SCAM,SCAM,SCAM,2.0,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.85,EXTRACT,4/8
SCAM,SCAM,SCAM,1.78,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.59,ENGAGE,1/5
SCAM,SCAM,SCAM,1.79,EXTRACT,2/8
SCAM,SCAM,SCAM,2.39,EXTRACT,3/11
SCAM,SCAM,SCAM,2.63,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.73,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.13,ENGAGE,1/5
SCAM,SCAM,SCAM,1.72,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.97,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,5.73,EXTRACT,4/8
SCAM,SCAM,SCAM,2.4,EXTRACT,5/11
SCAM,SCAM,SCAM,1.52,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.75,EXTRACT,2/8
SCAM,SCAM,SCAM,2.88,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.03,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.66,EXTRACT,5/11
SCAM,SCAM,SCAM,1.63,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.51,EXTRACT,2/8
SCAM,SCAM,SCAM,3.56,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.95,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.39,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.98,ENGAGE,1/5
SCAM,SCAM,SCAM,1.12,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.38,EXTRACT,3/8
SCAM,SCAM,SCAM,1.32,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.91,EXTRACT,5/11
SCAM,SCAM,SCAM,1.58,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.24,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.6,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.51,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,3.12,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.08,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.44,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.11,ENGAGE,4/5
SCAM,SCAM,SCAM,1.81,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.44,ENGAGE,1/5
SCAM,SCAM,SCAM,1.96,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.35,EXTRACT,3/8
SCAM,SCAM,SCAM,1.96,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.84,EXTRACT,5/11
SCAM,SCAM,SCAM,2.7,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,5.86,EXTRACT,2/8
SCAM,SCAM,SCAM,1.71,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.26,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.15,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.35,ENGAGE,1/5
SCAM,SCAM,SCAM,1.47,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.18,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.89,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.42,EXTRACT,5/8
SCAM,SCAM,SCAM,1.86,EXTRACT,1/8
SCAM,SCAM,SCAM,1.0,EXTRACT,2/11
SCAM,SCAM,SCAM,1.94,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.36,EXTRACT,4/14
SCAM,SCAM,SCAM,1.28,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,2.14,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.23,ENGAGE,2/5
SCAM,SCAM,SCAM,1.46,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.23,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.07,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.82,ENGAGE,1/5
SCAM,SCAM,SCAM,2.09,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.48,EXTRACT,3/8
SCAM,SCAM,SCAM,1.88,EXTRACT,4/11
SCAM,SCAM,SCAM,1.1,EXTRACT,5/14
SCAM,SCAM,SCAM,2.3,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.66,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.67,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,4/8
SCAM,SCAM,SCAM,2.34,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.83,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.03,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.68,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,4/5
SCAM,SCAM,SCAM,1.48,EXTRACT,5/8
SCAM,SCAM,SCAM,1.59,EXTRACT,1/8
SCAM,SCAM,SCAM,1.76,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.67,EXTRACT,3/11
SCAM,SCAM,SCAM,1.42,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,3.27,EXTRACT,5/14
SCAM,SCAM,SCAM,2.08,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.16,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.76,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.87,EXTRACT,4/8
SCAM,SCAM,SCAM,1.41,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,1/5
SCAM,SCAM,SCAM,2.55,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.09,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.73,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.41,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.8,ENGAGE,2/5
SCAM,SCAM,SCAM,1.58,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.7,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.46,EXTRACT,5/8
SCAM,SCAM,SCAM,3.23,EXTRACT,1/8
SCAM,SCAM,SCAM,4.69,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.83,EXTRACT,4/11
SCAM,SCAM,SCAM,1.44,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
SCAM,SCAM,SCAM,3.43,EXTRACT,2/8
SCAM,SCAM,SCAM,2.05,EXTRACT,3/11
SCAM,SCAM,SCAM,1.0,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,5/14
SCAM,SCAM,SCAM,1.45,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,2/8
SCAM,SCAM,SCAM,1.68,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.09,EXTRACT,4/11
SCAM,SCAM,SCAM,1.64,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.18,ENGAGE,1/5
SCAM,SCAM,SCAM,1.88,EXTRACT,2/8
SCAM,SCAM,SCAM,1.75,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.18,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,5/11
SCAM,SCAM,SCAM,1.17,EXTRACT,1/8
SCAM,SCAM,SCAM,1.85,EXTRACT,2/11
SCAM,SCAM,SCAM,1.47,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.59,EXTRACT,4/14
SCAM,SCAM,SCAM,2.06,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,4.2,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.75,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,3.11,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.98,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.23,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.36,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.22,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,2.31,ENGAGE,1/5
SCAM,SCAM,SCAM,2.11,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.66,EXTRACT,3/8
SCAM,SCAM,SCAM,1.12,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.28,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.39,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.27,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,3.31,ENGAGE,3/5
SCAM,SCAM,SCAM,1.58,EXTRACT,4/8
SCAM,SCAM,SCAM,2.09,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.33,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.14,ENGAGE,2/5
SCAM,SCAM,SCAM,1.62,EXTRACT,3/8
SCAM,SCAM,SCAM,1.63,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.05,EXTRACT,5/11
SCAM,SCAM,SCAM,1.74,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.09,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.27,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,4/8
SCAM,SCAM,SCAM,1.75,EXTRACT,5/11
SCAM,SCAM,SCAM,1.93,EXTRACT,1/8
SCAM,SCAM,SCAM,1.95,EXTRACT,2/11
SCAM,SCAM,SCAM,1.46,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.74,EXTRACT,5/14
SCAM,SCAM,SCAM,1.25,EXTRACT,1/8
SCAM,SCAM,SCAM,1.0,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.26,EXTRACT,4/11
SCAM,SCAM,SCAM,2.07,EXTRACT,5/14
SCAM,SCAM,SCAM,1.62,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.22,EXTRACT,2/8
SCAM,SCAM,SCAM,1.39,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.6,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.54,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.74,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.18,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.87,ENGAGE,3/5
SCAM,SCAM,SCAM,1.0,EXTRACT,4/8
SCAM,SCAM,SCAM,1.15,EXTRACT,5/11
SCAM,SCAM,SCAM,3.91,EXTRACT,1/8
SCAM,SCAM,SCAM,1.02,EXTRACT,2/11
SCAM,SCAM,SCAM,1.7,EXTRACT,3/14
SCAM,SCAM,SCAM,2.43,EXTRACT,4/17
NO_SCAM,NO_SCAM,NO_SCAM,1.95,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,3.03,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.27,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.58,ENGAGE,3/5
SCAM,SCAM,SCAM,1.68,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.44,EXTRACT,5/8
SCAM,SCAM,SCAM,1.52,EXTRACT,1/8
SCAM,SCAM,SCAM,3.18,EXTRACT,2/11
SCAM,SCAM,SCAM,1.86,EXTRACT,3/14
SCAM,SCAM,SCAM,1.59,EXTRACT,4/17
SCAM,SCAM,SCAM,1.66,EXTRACT,5/18
NO_SCAM,NO_SCAM,NO_SCAM,2.29,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,3.43,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.37,ENGAGE,4/5
SCAM,SCAM,SCAM,2.24,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.52,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.45,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,3.09,ENGAGE,3/5
SCAM,SCAM,SCAM,1.0,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.4,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.67,ENGAGE,1/5
SCAM,SCAM,SCAM,1.72,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.8,EXTRACT,4/11
SCAM,SCAM,SCAM,2.37,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.3,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.88,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.82,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.38,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.54,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.69,ENGAGE,2/5
SCAM,SCAM,SCAM,1.93,EXTRACT,3/8
SCAM,SCAM,SCAM,1.45,EXTRACT,4/11
SCAM,SCAM,SCAM,1.87,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.58,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
SCAM,SCAM,SCAM,2.37,EXTRACT,3/8
SCAM,SCAM,SCAM,2.37,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.75,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.39,ENGAGE,1/5
SCAM,SCAM,SCAM,1.82,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.68,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/8
SCAM,SCAM,SCAM,1.17,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.56,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.33,ENGAGE,2/5
SCAM,SCAM,SCAM,1.79,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.21,EXTRACT,4/8
SCAM,SCAM,SCAM,2.3,EXTRACT,5/11
SCAM,SCAM,SCAM,1.52,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.36,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.23,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.02,EXTRACT,4/8
SCAM,SCAM,SCAM,1.14,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.61,ENGAGE,1/5
SCAM,SCAM,SCAM,1.55,EXTRACT,2/8
SCAM,SCAM,SCAM,1.38,EXTRACT,3/11
SCAM,SCAM,SCAM,1.78,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.68,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.8,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.49,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.39,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.64,ENGAGE,4/5
SCAM,SCAM,SCAM,4.69,EXTRACT,5/8
SCAM,SCAM,SCAM,1.49,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.01,EXTRACT,2/8
SCAM,SCAM,SCAM,2.25,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.28,EXTRACT,4/11
SCAM,SCAM,SCAM,1.02,EXTRACT,5/14
SCAM,SCAM,SCAM,2.17,EXTRACT,1/8
SCAM,SCAM,SCAM,1.75,EXTRACT,2/11
SCAM,SCAM,SCAM,1.45,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.35,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.5,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.24,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.4,ENGAGE,2/5
SCAM,SCAM,SCAM,1.69,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.79,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.89,EXTRACT,5/8
SCAM,SCAM,SCAM,1.77,EXTRACT,1/8
SCAM,SCAM,SCAM,2.96,EXTRACT,2/11
SCAM,SCAM,SCAM,1.0,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,2.12,EXTRACT,4/14
SCAM,SCAM,SCAM,1.33,EXTRACT,5/17
SCAM,SCAM,SCAM,1.62,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.31,EXTRACT,2/8
SCAM,SCAM,SCAM,2.29,EXTRACT,3/11
SCAM,SCAM,SCAM,1.76,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,5/14
SCAM,SCAM,SCAM,1.57,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,5.54,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/8
SCAM,SCAM,SCAM,2.29,EXTRACT,4/11
SCAM,SCAM,SCAM,1.44,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.02,ENGAGE,1/5
SCAM,SCAM,SCAM,1.04,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.68,EXTRACT,3/8
SCAM,SCAM,SCAM,4.69,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/11
SCAM,SCAM,SCAM,2.41,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,3.02,EXTRACT,2/8
SCAM,SCAM,SCAM,1.99,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,3.25,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.51,EXTRACT,5/11
SCAM,SCAM,SCAM,1.42,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.52,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.2,EXTRACT,3/8
SCAM,SCAM,SCAM,2.1,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.52,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.53,ENGAGE,1/5
SCAM,SCAM,SCAM,2.3,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.41,EXTRACT,3/8
SCAM,SCAM,SCAM,1.56,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.39,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,1/5
SCAM,SCAM,SCAM,1.48,EXTRACT,2/8
SCAM,SCAM,SCAM,1.77,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.84,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.2,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
SCAM,SCAM,SCAM,1.57,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.73,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/8
SCAM,SCAM,SCAM,1.5,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.76,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.02,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.65,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.73,ENGAGE,1/5
SCAM,SCAM,SCAM,1.51,EXTRACT,2/8
SCAM,SCAM,SCAM,1.0,EXTRACT,3/11
SCAM,SCAM,SCAM,2.04,EXTRACT,4/14
SCAM,SCAM,SCAM,1.63,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.36,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.71,ENGAGE,2/5
SCAM,SCAM,SCAM,1.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.93,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.72,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,3.41,ENGAGE,1/5
SCAM,SCAM,SCAM,1.86,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.99,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.72,EXTRACT,4/8
SCAM,SCAM,SCAM,1.06,EXTRACT,5/11
SCAM,SCAM,SCAM,2.46,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.37,EXTRACT,2/8
SCAM,SCAM,SCAM,1.75,EXTRACT,3/11
SCAM,SCAM,SCAM,1.65,EXTRACT,4/14
SCAM,SCAM,SCAM,1.95,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,3.14,ENGAGE,2/5
SCAM,SCAM,SCAM,1.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.84,EXTRACT,4/11
SCAM,SCAM,SCAM,1.4,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.73,ENGAGE,1/5
SCAM,SCAM,SCAM,1.52,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.91,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.36,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.02,ENGAGE,1/5
